-5.97E-02	5.95E-04	5.00E-03	0.01583	0.54647	0.5623
-5.90E-02	5.95E-04	5.00E-03	0.0092319	0.54762	0.55685
-5.97E-02	1.79E-03	5.00E-03	0.016923	0.54587	0.56279
-5.83E-02	5.95E-04	5.00E-03	0.008383	0.54781	0.5562
-5.90E-02	1.79E-03	5.00E-03	0.0081949	0.54716	0.55536
-5.97E-02	2.98E-03	5.00E-03	0.019449	0.54429	0.56374
-5.77E-02	5.95E-04	5.00E-03	0.0082439	0.54786	0.5561
-5.83E-02	1.79E-03	5.00E-03	0.0080166	0.54718	0.55519
-5.90E-02	2.98E-03	5.00E-03	0.0092614	0.54532	0.55458
-5.97E-02	4.17E-03	5.00E-03	0.023118	0.54245	0.56556
-5.70E-02	5.95E-04	5.00E-03	0.0081204	0.54784	0.55596
-5.77E-02	1.79E-03	5.00E-03	0.0078904	0.54716	0.55505
-5.83E-02	2.98E-03	5.00E-03	0.0091192	0.54532	0.55444
-5.90E-02	4.17E-03	5.00E-03	0.010588	0.54342	0.55401
-5.97E-02	5.36E-03	5.00E-03	0.027918	0.54056	0.56848
-5.63E-02	5.95E-04	5.00E-03	0.0079984	0.54777	0.55577
-5.70E-02	1.79E-03	5.00E-03	0.0077837	0.5471	0.55488
-5.77E-02	2.98E-03	5.00E-03	0.0090163	0.54527	0.55429
-5.83E-02	4.17E-03	5.00E-03	0.010511	0.54343	0.55394
-5.90E-02	5.36E-03	5.00E-03	0.012014	0.54156	0.55357
-5.97E-02	6.55E-03	5.00E-03	0.033365	0.53884	0.57221
-5.57E-02	5.95E-04	5.00E-03	0.0078841	0.54766	0.55555
-5.63E-02	1.79E-03	5.00E-03	0.0076871	0.547	0.55469
-5.70E-02	2.98E-03	5.00E-03	0.0089308	0.54519	0.55412
-5.77E-02	4.17E-03	5.00E-03	0.01045	0.54338	0.55383
-5.83E-02	5.36E-03	5.00E-03	0.011956	0.54157	0.55352
-5.90E-02	6.55E-03	5.00E-03	0.013384	0.53977	0.55315
-5.97E-02	7.74E-03	5.00E-03	0.037198	0.53726	0.57446
-5.50E-02	5.95E-04	5.00E-03	0.0077765	0.54751	0.55528
-5.57E-02	1.79E-03	5.00E-03	0.0076054	0.54685	0.55446
-5.63E-02	2.98E-03	5.00E-03	0.00886	0.54506	0.55392
-5.70E-02	4.17E-03	5.00E-03	0.010404	0.54328	0.55368
-5.77E-02	5.36E-03	5.00E-03	0.011923	0.54152	0.55344
-5.83E-02	6.55E-03	5.00E-03	0.013339	0.53978	0.55312
-5.90E-02	7.74E-03	5.00E-03	0.014625	0.53805	0.55268
-5.97E-02	8.93E-03	5.00E-03	0.039685	0.5353	0.57498
-5.43E-02	5.95E-04	5.00E-03	0.0076006	0.5473	0.5549
-5.50E-02	1.79E-03	5.00E-03	0.0075564	0.54665	0.55421
-5.57E-02	2.98E-03	5.00E-03	0.008812	0.54488	0.55369
-5.63E-02	4.17E-03	5.00E-03	0.010381	0.54313	0.55351
-5.70E-02	5.36E-03	5.00E-03	0.011913	0.54141	0.55333
-5.77E-02	6.55E-03	5.00E-03	0.013328	0.53973	0.55306
-5.83E-02	7.74E-03	5.00E-03	0.01461	0.53806	0.55267
-5.90E-02	8.93E-03	5.00E-03	0.015767	0.53639	0.55216
-5.97E-02	1.01E-02	5.00E-03	0.041145	0.53384	0.57499
-5.37E-02	5.95E-04	5.00E-03	0.0075568	0.54702	0.55458
-5.43E-02	1.79E-03	5.00E-03	0.0075564	0.54638	0.55394
-5.50E-02	2.98E-03	5.00E-03	0.0088005	0.54464	0.55344
-5.57E-02	4.17E-03	5.00E-03	0.010398	0.54292	0.55332
-5.63E-02	5.36E-03	5.00E-03	0.011939	0.54125	0.55319
-5.70E-02	6.55E-03	5.00E-03	0.013348	0.53962	0.55297
-5.77E-02	7.74E-03	5.00E-03	0.014623	0.53802	0.55264
