-5.97E-02	5.95E-04	5.00E-03	0.015029	0.53157	0.5466
-5.90E-02	5.95E-04	5.00E-03	0.011992	0.53464	0.54663
-5.97E-02	1.79E-03	5.00E-03	0.015881	0.53072	0.5466
-5.83E-02	5.95E-04	5.00E-03	0.01183	0.53485	0.54668
-5.90E-02	1.79E-03	5.00E-03	0.011991	0.53212	0.54411
-5.97E-02	2.98E-03	5.00E-03	0.018516	0.52808	0.54659
-5.77E-02	5.95E-04	5.00E-03	0.012016	0.53469	0.5467
-5.83E-02	1.79E-03	5.00E-03	0.012063	0.53216	0.54422
-5.90E-02	2.98E-03	5.00E-03	0.015871	0.52531	0.54118
-5.97E-02	4.17E-03	5.00E-03	0.022966	0.52288	0.54585
-5.70E-02	5.95E-04	5.00E-03	0.012338	0.53439	0.54672
-5.77E-02	1.79E-03	5.00E-03	0.012287	0.53204	0.54432
-5.83E-02	2.98E-03	5.00E-03	0.016033	0.52529	0.54132
-5.90E-02	4.17E-03	5.00E-03	0.022529	0.51685	0.53938
-5.97E-02	5.36E-03	5.00E-03	0.02827	0.51437	0.54264
-5.63E-02	5.95E-04	5.00E-03	0.012743	0.534	0.54675
-5.70E-02	1.79E-03	5.00E-03	0.012611	0.53174	0.54435
-5.77E-02	2.98E-03	5.00E-03	0.016411	0.52505	0.54146
-5.83E-02	4.17E-03	5.00E-03	0.02289	0.51667	0.53956
-5.90E-02	5.36E-03	5.00E-03	0.030239	0.50726	0.5375
-5.97E-02	6.55E-03	5.00E-03	0.033608	0.50574	0.53935
-5.57E-02	5.95E-04	5.00E-03	0.013235	0.53354	0.54677
-5.63E-02	1.79E-03	5.00E-03	0.013004	0.53129	0.54429
-5.70E-02	2.98E-03	5.00E-03	0.016876	0.5246	0.54147
-5.77E-02	4.17E-03	5.00E-03	0.023585	0.51618	0.53977
-5.83E-02	5.36E-03	5.00E-03	0.030954	0.50678	0.53774
-5.90E-02	6.55E-03	5.00E-03	0.037737	0.49692	0.53465
-5.97E-02	7.74E-03	5.00E-03	0.038537	0.49801	0.53655
-5.50E-02	5.95E-04	5.00E-03	0.013827	0.53297	0.5468
-5.57E-02	1.79E-03	5.00E-03	0.013451	0.53071	0.54416
-5.63E-02	2.98E-03	5.00E-03	0.017391	0.52396	0.54135
-5.70E-02	4.17E-03	5.00E-03	0.024389	0.51539	0.53978
-5.77E-02	5.36E-03	5.00E-03	0.032162	0.50581	0.53797
-5.83E-02	6.55E-03	5.00E-03	0.03905	0.49584	0.53489
-5.90E-02	7.74E-03	5.00E-03	0.044318	0.48639	0.5307
-5.97E-02	8.93E-03	5.00E-03	0.042884	0.49119	0.53407
-5.43E-02	5.95E-04	5.00E-03	0.014482	0.53234	0.54682
-5.50E-02	1.79E-03	5.00E-03	0.013952	0.53005	0.544
-5.57E-02	2.98E-03	5.00E-03	0.017957	0.52316	0.54112
-5.63E-02	4.17E-03	5.00E-03	0.025263	0.51431	0.53958
-5.70E-02	5.36E-03	5.00E-03	0.033608	0.50433	0.53794
-5.77E-02	6.55E-03	5.00E-03	0.041169	0.4939	0.53507
-5.83E-02	7.74E-03	5.00E-03	0.046541	0.48426	0.5308
-5.90E-02	8.93E-03	5.00E-03	0.049693	0.47664	0.52634
-5.97E-02	1.01E-02	5.00E-03	0.046421	0.48537	0.5318
-5.37E-02	5.95E-04	5.00E-03	0.015123	0.53173	0.54685
-5.43E-02	1.79E-03	5.00E-03	0.014492	0.52934	0.54383
-5.50E-02	2.98E-03	5.00E-03	0.018576	0.52226	0.54084
-5.57E-02	4.17E-03	5.00E-03	0.026247	0.51296	0.53921
