-5.97E-02	5.95E-04	5.00E-03	0.0097592	0.53745	0.54721
-5.90E-02	5.95E-04	5.00E-03	0.0091241	0.5381	0.54722
-5.97E-02	1.79E-03	5.00E-03	0.010593	0.53621	0.5468
-5.83E-02	5.95E-04	5.00E-03	0.0090632	0.53818	0.54724
-5.90E-02	1.79E-03	5.00E-03	0.010027	0.53658	0.54661
-5.97E-02	2.98E-03	5.00E-03	0.013205	0.53175	0.54495
-5.77E-02	5.95E-04	5.00E-03	0.0091339	0.53812	0.54725
-5.83E-02	1.79E-03	5.00E-03	0.010014	0.53659	0.5466
-5.90E-02	2.98E-03	5.00E-03	0.013462	0.53157	0.54503
-5.97E-02	4.17E-03	5.00E-03	0.018156	0.5251	0.54326
-5.70E-02	5.95E-04	5.00E-03	0.0092758	0.53799	0.54727
-5.77E-02	1.79E-03	5.00E-03	0.010046	0.53659	0.54663
-5.83E-02	2.98E-03	5.00E-03	0.013453	0.53155	0.54501
-5.90E-02	4.17E-03	5.00E-03	0.018782	0.52563	0.54441
-5.97E-02	5.36E-03	5.00E-03	0.025082	0.51816	0.54324
-5.63E-02	5.95E-04	5.00E-03	0.0094793	0.53781	0.54729
-5.70E-02	1.79E-03	5.00E-03	0.010115	0.53658	0.54669
-5.77E-02	2.98E-03	5.00E-03	0.013432	0.53154	0.54497
-5.83E-02	4.17E-03	5.00E-03	0.018745	0.52559	0.54433
-5.90E-02	5.36E-03	5.00E-03	0.025115	0.51908	0.5442
-5.97E-02	6.55E-03	5.00E-03	0.033181	0.51057	0.54375
-5.57E-02	5.95E-04	5.00E-03	0.0097222	0.53758	0.5473
-5.63E-02	1.79E-03	5.00E-03	0.010178	0.53656	0.54674
-5.70E-02	2.98E-03	5.00E-03	0.013411	0.53153	0.54494
-5.77E-02	4.17E-03	5.00E-03	0.018706	0.52555	0.54425
-5.83E-02	5.36E-03	5.00E-03	0.025045	0.51898	0.54402
-5.90E-02	6.55E-03	5.00E-03	0.032146	0.51203	0.54418
-5.97E-02	7.74E-03	5.00E-03	0.041753	0.50199	0.54374
-5.50E-02	5.95E-04	5.00E-03	0.009993	0.53733	0.54732
-5.57E-02	1.79E-03	5.00E-03	0.01025	0.53655	0.5468
-5.63E-02	2.98E-03	5.00E-03	0.013418	0.53152	0.54493
-5.70E-02	4.17E-03	5.00E-03	0.018669	0.52549	0.54416
-5.77E-02	5.36E-03	5.00E-03	0.025008	0.51888	0.54389
-5.83E-02	6.55E-03	5.00E-03	0.03201	0.51178	0.54379
-5.90E-02	7.74E-03	5.00E-03	0.0397	0.5038	0.5435
-5.97E-02	8.93E-03	5.00E-03	0.050446	0.49328	0.54373
-5.43E-02	5.95E-04	5.00E-03	0.010285	0.53705	0.54734
-5.50E-02	1.79E-03	5.00E-03	0.010324	0.53654	0.54686
-5.57E-02	2.98E-03	5.00E-03	0.013436	0.53149	0.54493
-5.63E-02	4.17E-03	5.00E-03	0.018643	0.52543	0.54407
-5.70E-02	5.36E-03	5.00E-03	0.024993	0.51874	0.54373
-5.77E-02	6.55E-03	5.00E-03	0.03198	0.51155	0.54353
-5.83E-02	7.74E-03	5.00E-03	0.0395	0.50373	0.54323
