4.06E-05	9.20E-14	0.99996	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
2.27E-05	8.99E-15	0.99998	1.47E-09
2.27E-05	8.99E-15	0.99998	1.47E-09
2.27E-05	8.99E-15	0.99998	1.47E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
4.96E-06	1.02E-16	0.99999	1.62E-09
4.96E-06	1.02E-16	0.99999	1.62E-09
4.96E-06	1.02E-16	0.99999	1.62E-09
1.20E-05	9.19E-16	0.99999	1.52E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
4.93E-06	1.36E-17	0.99999	1.62E-09
4.93E-06	1.36E-17	0.99999	1.62E-09
4.93E-06	1.36E-17	0.99999	1.62E-09
1.06E-05	8.22E-17	0.99999	1.52E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
1.25E-05	1.82E-16	0.99999	1.47E-09
1.25E-05	1.82E-16	0.99999	1.47E-09
1.25E-05	1.82E-16	0.99999	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
2.27E-05	8.99E-15	0.99998	1.47E-09
2.27E-05	8.99E-15	0.99998	1.47E-09
2.27E-05	8.99E-15	0.99998	1.47E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
2.60E-05	6.93E-15	0.99997	1.52E-09
4.96E-06	1.02E-16	0.99999	1.62E-09
4.96E-06	1.02E-16	0.99999	1.62E-09
4.96E-06	1.02E-16	0.99999	1.62E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
2.54E-05	5.26E-16	0.99998	1.52E-09
4.93E-06	1.36E-17	0.99999	1.62E-09
4.93E-06	1.36E-17	0.99999	1.62E-09
4.93E-06	1.36E-17	0.99999	1.62E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
1.25E-05	1.82E-16	0.99999	1.47E-09
1.25E-05	1.82E-16	0.99999	1.47E-09
1.25E-05	1.82E-16	0.99999	1.47E-09
4.06E-05	9.20E-14	0.99996	1.47E-09
1.26E-05	1.02E-15	0.99999	1.62E-09
6.95E-05	4.55E-13	0.99993	1.37E-09
1.28E-05	9.98E-17	0.99999	1.64E-09
9.80E-05	2.54E-12	0.9999	1.81E-09
4.68E-05	9.00E-14	0.99995	1.37E-09
4.93E-06	1.66E-17	0.99999	1.64E-09
1.33E-05	9.03E-17	0.99999	1.62E-09
0.00022117	1.86E-21	0.99978	6.88E-10
0.00011537	8.12E-13	0.99989	1.81E-09
7.05E-05	7.77E-13	0.99993	1.81E-09
0.0003874	7.94E-20	0.99961	7.77E-10
8.44E-05	2.20E-22	0.99992	6.87E-10
0.00013271	8.69E-13	0.99987	1.81E-09
8.41E-05	4.35E-13	0.99992	1.81E-09
2.83E-05	1.42E-15	0.99997	1.47E-09
0.0003648	1.39E-18	0.99963	8.77E-10
0.00018451	1.12E-20	0.99981	7.77E-10
0.00014822	1.05E-12	0.99985	1.81E-09
9.32E-05	4.77E-13	0.99991	1.81E-09
4.50E-05	7.22E-15	0.99995	1.37E-09
0.00032157	1.30E-17	0.99968	9.91E-10
0.00016605	2.29E-19	0.99983	8.77E-10
0.00015588	5.03E-13	0.99984	1.81E-09
0.0001067	6.05E-13	0.99989	1.81E-09
6.73E-05	2.84E-14	0.99993	1.81E-09
2.20E-05	1.18E-15	0.99998	1.37E-09
0.00021241	6.70E-17	0.99979	1.12E-09
0.00011947	2.39E-18	0.99988	9.91E-10
0.00072388	1.87E-20	0.99928	6.88E-10
0.00016041	3.74E-13	0.99984	1.81E-09
0.00011917	2.48E-13	0.99988	1.81E-09
0.00010078	1.21E-13	0.9999	1.81E-09
3.64E-05	6.47E-15	0.99996	1.81E-09
0.0001425	3.23E-16	0.99986	1.27E-09
7.87E-05	1.59E-17	0.99992	1.12E-09
0.0011026	5.25E-19	0.9989	7.77E-10
0.00036339	5.97E-21	0.99964	6.87E-10
0.00016445	3.13E-13	0.99984	1.81E-09
0.00012098	1.07E-13	0.99988	1.81E-09
0.00014526	5.22E-13	0.99985	1.81E-09
5.68E-05	3.86E-14	0.99994	1.81E-09
0.00011033	1.88E-15	0.99989	1.43E-09
5.99E-05	9.01E-17	0.99994	1.26E-09
0.00073396	4.50E-18	0.99927	8.77E-10
0.0006001	8.82E-20	0.9994	7.77E-10
0.00014074	1.13E-12	0.99986	1.81E-09
0.00011474	1.37E-13	0.99989	1.81E-09
0.00019537	2.49E-12	0.9998	1.81E-09
8.83E-05	1.56E-13	0.99991	1.81E-09
9.52E-05	9.34E-15	0.9999	1.61E-09
4.28E-05	6.23E-16	0.99996	1.43E-09
0.0004654	1.48E-16	0.99954	9.91E-10
0.00033037	7.46E-19	0.99967	8.77E-10
0.00011593	1.31E-12	0.99988	1.81E-09
8.64E-05	2.75E-13	0.99991	1.81E-09
0.0002264	1.10E-11	0.99977	1.81E-09
0.00013332	7.05E-13	0.99987	1.81E-09
